2025-01-16 15:52:42.520307,,1,2025-01-16 15:52:42.520307,ADMIN
2025-01-16 15:52:42.545817,,2,2025-01-16 15:52:42.545817,EDUCATION_DEPARTMENT_MASTER
2025-01-16 15:52:42.546816,,3,2025-01-16 15:52:42.546816,SUPERVISOR
2025-01-16 15:52:42.547816,,4,2025-01-16 15:52:42.547816,GUIDE_TEACHER
2025-01-16 15:52:42.548816,,5,2025-01-16 15:52:42.548816,UNIVERSITY_TRAINING_STAFF
2025-01-16 15:52:42.550816,,6,2025-01-16 15:52:42.550816,DEPARTMENT_HEAD
2025-01-16 15:52:42.551816,,7,2025-01-16 15:52:42.551816,FACULTY_TRAINING_STAFF
